Date,Open,High,Low,Close,Volume
2015-01-02,40.72414708901657,41.3874622097782,40.61941382350905,40.811424255371094,27913900
2015-01-05,40.47104321121272,40.78524637259306,40.36630993388956,40.436134338378906,39673900
2015-01-06,40.47978037839634,40.80270998508048,39.74664064334892,39.842647552490234,36447900
2015-01-07,40.13066158784131,40.5495980685629,39.70299872038875,40.34885787963867,29114100
2015-01-08,40.80269953355527,41.675484550315815,40.77651704846385,41.53583908081055,29645200
2015-01-09,41.553297071468066,41.73658113426918,40.93362048042959,41.18672561645508,23944200
2015-01-12,41.38747082923353,41.49220744596423,40.462320687323825,40.67178726196289,23651900
2015-01-13,40.99472173758167,41.81513862355481,40.20048734208717,40.46232223510742,35270600
2015-01-14,40.113189697265625,40.35757171189469,39.8164427240381,40.113189697265625,29719600
2015-01-15,40.34012973344052,40.479775220923635,39.63317258026355,39.69426727294922,32750800
2015-01-16,39.54589546910924,40.3924947818567,39.42370275411057,40.35758590698242,35695300
2015-01-20,40.40994028401789,40.715416997267994,39.77280770528735,40.48849105834961,36161900
2015-01-21,40.09574894936442,40.27030664680065,39.694268575848916,40.07829284667969,39081100
2015-01-22,40.47977621880888,41.143091468352594,40.217941339499816,41.13436508178711,35898000
2015-01-23,41.33509915936619,41.361281644605114,40.84633834863879,41.17799758911133,26211600
2015-01-26,41.02089855314963,41.13436154521252,40.35758336063521,41.029624938964844,42525500
2015-01-27,37.48612163739063,37.70431791778358,36.75298200209389,37.23301315307617,169164000
2015-01-28,37.302835550794704,37.34647413863956,35.92383353490378,35.950016021728516,84507100
2015-01-29,35.723096585692005,36.76170971937894,35.60090719695368,36.66570281982422,63585300
2015-01-30,36.26421400034421,36.29039981283872,35.21687139464333,35.26051330566406,78004900
2015-02-02,35.42635524250525,36.10712670691062,35.112152003729946,36.0285758972168,50352500
2015-02-03,36.33405478182437,36.595889718989724,35.82783768448108,36.30786895751953,52082400
2015-02-04,36.6046035275704,36.84025588885607,36.09838993360952,36.51732635498047,41614800
2015-02-05,36.84898442479461,37.21555253323698,36.534781286466504,37.04972457885742,36548200
2015-02-06,37.25046098482016,37.34646785958371,36.7878860384979,37.014808654785156,34616600
2015-02-09,36.86643906726473,37.30283155782254,36.84025325383214,36.97117233276367,31381100
2015-02-10,37.302837703205064,37.32902019154056,36.81407683467259,37.18064498901367,29670700
2015-02-11,37.22428073159837,37.22428073159837,36.840253209546425,36.98862838745117,38262500
